NN_Topology,HWType,Precision,Op mode,batch/thread/stream,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1 [%],top5 [%],Base_Pwr_W,Idle_Pwr_W,Full_Pwr_W,GOPS,PruningFactor,level
RN50,TX2,FP16,maxn,32,246.861,98.471,129.699,760.196,1001.28,75.142,92.118,1.8,5.7,13.7,,100%,l3
RN50,TX2,FP16,maxn,64,489.585,101.376,130.705,782.623,1009.04,75.142,92.118,1.8,5.7,13.76,,100%,l3
RN50,TX2,FP16,maxn,128,978.64,102.708,130.898,792.907,1010.53,75.142,92.118,1.8,5.7,13.82,,100%,l3
RN50,TX2,FP32,maxn,1,18.9185,44.3252,52.9505,342.19,408.778,75.148,92.114,1.8,5.7,14.58,,100%,l3
RN50,TX2,FP32,maxn,2,32.9525,51.4469,61.1069,397.17,471.745,75.148,92.114,1.8,5.7,15.02,,100%,l3
RN50,TX2,FP32,maxn,4,62.9267,54.2718,63.6576,418.978,491.437,75.148,92.114,1.8,5.7,15.05,,100%,l3
RN50,TX2,FP32,maxn,8,121.979,56.0973,65.7595,433.071,507.663,75.148,92.114,1.8,5.7,15.19,,100%,l3
RN50,TX2,FP32,maxn,16,235.178,58.1422,68.0498,448.858,525.344,75.148,92.114,1.8,5.7,15.34,,100%,l3
RN50,TX2,FP32,maxn,32,459.314,59.5557,69.6498,459.77,537.696,75.148,92.114,1.8,5.7,15.39,,100%,l3
RN50,TX2,FP32,maxn,64,909.875,61.0469,70.3667,471.282,543.231,75.148,92.114,1.8,5.7,15.51,,100%,l3
RN50,TX2,FP32,maxn,128,1810.44,59.2147,70.6991,457.138,545.797,75.148,92.114,1.8,5.7,15.21,,100%,l3
RN50,TX2,FP16,maxq,1,15.9004,47.8415,64.0231,369.337,494.258,75.142,92.118,1.8,4.15,6.83,,100%,l3
RN50,TX2,FP16,maxq,2,26.8131,56.0911,75.1568,433.024,580.21,75.142,92.118,1.8,4.15,6.94,,100%,l3
RN50,TX2,FP16,maxq,4,50.2466,60.0551,79.8479,463.626,616.426,75.142,92.118,1.8,4.15,7,,100%,l3
RN50,TX2,FP16,maxq,8,97.1306,62.5076,82.4661,482.559,636.638,75.142,92.118,1.8,4.15,7.06,,100%,l3
RN50,TX2,FP16,maxq,16,186.437,64.806,85.8216,500.302,662.543,75.142,92.118,1.8,4.15,7.13,,100%,l3
RN50,TX2,FP16,maxq,32,365.233,66.541,87.6241,513.697,676.458,75.142,92.118,1.8,4.15,7.12,,100%,l3
RN50,TX2,FP16,maxq,64,722.507,67.333,88.5791,519.811,683.831,75.142,92.118,1.8,4.15,7.13,,100%,l3
RN50,TX2,FP16,maxq,128,1432.71,67.8191,89.3786,523.563,690.003,75.142,92.118,1.8,4.15,7.15,,100%,l3
RN50,TX2,FP32,maxq,1,28.049,30.0876,36.0281,232.276,278.137,75.148,92.114,1.8,4.15,7.6,,100%,l3
RN50,TX2,FP32,maxq,2,48.3269,34.9906,41.587,270.127,321.052,75.148,92.114,1.8,4.15,7.79,,100%,l3
RN50,TX2,FP32,maxq,4,92.1734,36.9728,43.4701,285.43,335.589,75.148,92.114,1.8,4.15,7.77,,100%,l3
RN50,TX2,FP32,maxq,8,179.301,38.0697,44.6774,293.898,344.909,75.148,92.114,1.8,4.15,7.85,,100%,l3
RN50,TX2,FP32,maxq,16,344.932,39.5948,46.4236,305.672,358.39,75.148,92.114,1.8,4.15,7.97,,100%,l3
RN50,TX2,FP32,maxq,32,674.897,40.5031,47.4283,312.684,366.147,75.148,92.114,1.8,4.15,7.99,,100%,l3
RN50,TX2,FP32,maxq,64,1336.34,40.8636,47.9543,315.467,370.207,75.148,92.114,1.8,4.15,8.03,,100%,l3
RN50,TX2,FP32,maxq,128,2652.98,40.231,48.211,310.583,372.189,75.148,92.114,1.8,4.15,7.93,,100%,l3
RN50,TX2,FP16,maxp,1,12.5159,58.9353,81.6541,454.98,630.37,75.142,92.118,1.8,4.7,9.38,,100%,l3
RN50,TX2,FP16,maxp,2,21.016,69.0865,96.1356,533.348,742.167,75.142,92.118,1.8,4.7,9.59,,100%,l3
RN50,TX2,FP16,maxp,4,39.2077,74.5107,102.305,575.222,789.793,75.142,92.118,1.8,4.7,9.71,,100%,l3
RN50,TX2,FP16,maxp,8,75.8376,77.4877,105.72,598.205,816.162,75.142,92.118,1.8,4.7,9.81,,100%,l3
RN50,TX2,FP16,maxp,16,145.373,80.7253,110.253,623.199,851.155,75.142,92.118,1.8,4.7,9.79,,100%,l3
RN50,TX2,FP16,maxp,32,283.944,83.0158,112.591,640.882,869.206,75.142,92.118,1.8,4.7,9.79,,100%,l3
RN50,TX2,FP16,maxp,64,564.202,85.2552,113.39,658.17,875.373,75.142,92.118,1.8,4.7,9.81,,100%,l3
RN50,TX2,FP16,maxp,128,1122.97,85.971,114.033,663.696,880.337,75.142,92.118,1.8,4.7,9.86,,100%,l3
RN50,TX2,FP32,maxp,1,22.1117,37.4611,45.8165,289.2,353.703,75.148,92.114,1.8,4.7,10.54,,100%,l3
RN50,TX2,FP32,maxp,2,37.93,43.6618,53.0236,337.069,409.342,75.148,92.114,1.8,4.7,10.83,,100%,l3
RN50,TX2,FP32,maxp,4,72.2074,46.1865,55.4962,356.559,428.43,75.148,92.114,1.8,4.7,10.86,,100%,l3
RN50,TX2,FP32,maxp,8,140.401,47.6634,57.0089,367.961,440.108,75.148,92.114,1.8,4.7,11.01,,100%,l3
RN50,TX2,FP32,maxp,16,270.671,49.3899,59.1311,381.29,456.492,75.148,92.114,1.8,4.7,11.13,,100%,l3
RN50,TX2,FP32,maxp,32,529.398,50.6655,60.4808,391.137,466.912,75.148,92.114,1.8,4.7,11.15,,100%,l3
RN50,TX2,FP32,maxp,64,1046.48,51.6155,61.1055,398.472,471.734,75.148,92.114,1.8,4.7,11.24,,100%,l3
RN50,TX2,FP32,maxp,128,2080.78,49.8588,61.5141,384.91,474.889,75.148,92.114,1.8,4.7,10.88,,100%,l3
RN50,ZCU102-DPU,INT8,,1,14.8168,43.7478,67.6427,522.201644,337.733016,72.53,90.85,20,29,31.8,,100%,l3
RN50,ZCU102-DPU,INT8,,2,15.5674,107.373,127.657,985.51204,828.91956,72.53,90.85,20,29,34.4,,100%,l3
RN50,ZCU102-DPU,INT8,,3,17.6107,120.665,169.744,1310.42368,931.5338,72.53,90.85,20,29,37.5,,100%,l3
RN50,ZCU102-DPU,INT8,,4,21.5229,161.764,183.805,1418.9746,1248.81808,72.53,90.85,20,29,39.7,,100%,l3
RN50,ZCU102-DPU,INT8,,5,27.0473,165.987,193.019,1490.10668,1281.41964,72.53,90.85,20,29,40.1,,100%,l3
RN50,ZCU102-DPU,INT8,,6,32.481,167.636,193.787,1496.03564,1294.14992,72.53,90.85,20,29,40.3,,100%,l3
RN50,ZCU102-DPU,INT8,,7,38.551,168.132,190.786,1472.86792,1297.97904,72.53,90.85,20,29,40.5,,100%,l3
RN50,ZCU102-DPU,INT8,,8,44.4062,167.292,191.908,1481.52976,1291.49424,72.53,90.85,20,29,40.6,,100%,l3
RN50,ZCU104-DPU,INT8,,1,14.9622,42.0869,66.8486,324.910868,516.071192,72.53,90.85,9.2,,21.4111,,100%,l3
RN50,ZCU104-DPU,INT8,,2,16.631,101.877,120.612,786.49044,931.12464,72.53,90.85,9.2,,25.7835,,100%,l3
RN50,ZCU104-DPU,INT8,,3,22.4568,117.459,133.331,906.78348,1029.31532,72.53,90.85,9.2,,26.3943,,100%,l3
RN50,ZCU104-DPU,INT8,,4,30.4797,118.944,131.841,918.24768,1017.81252,72.53,90.85,9.2,,26.5316,,100%,l3
RN50,ZCU104-DPU,INT8,,5,37.2594,122.261,138.253,943.85492,1067.31316,72.53,90.85,9.2,,26.8179,,100%,l3
RN50,ZCU104-DPU,INT8,,6,45.265,122.665,136.837,946.9738,1056.38164,72.53,90.85,9.2,,26.8338,,100%,l3
RN50,ZCU104-DPU,INT8,,7,53.6118,122.198,135.73,943.36856,1047.8356,72.53,90.85,9.2,,26.8572,,100%,l3
RN50,ZCU104-DPU,INT8,,8,62.2966,122.805,135.247,948.0546,1044.10684,72.53,90.85,9.2,,26.8942,,100%,l3
RN50,Ultra96-DPU,INT8,,1,39.276,23.6524,25.4261,182.596528,196.289492,73.29,91.26,2.5,6.8,8.25072,,100%,l3
RN50,Ultra96-DPU,INT8,,2,75.2752,25.5044,26.5641,196.893968,205.074852,73.29,91.26,2.5,6.8,8.3548,,100%,l3
RN50,Ultra96-DPU,INT8,,3,114.327,25.5303,26.211,197.093916,202.34892,73.29,91.26,2.5,6.8,8.3511,,100%,l3
RN50,Ultra96-DPU,INT8,,4,153.429,25.5102,26.0135,196.938744,200.82422,73.29,91.26,2.5,6.8,8.35554,,100%,l3
RN50,Ultra96-DPU,INT8,,5,192.398,25.5336,26.0119,197.119392,200.811868,73.29,91.26,2.5,6.8,8.35559,,100%,l3
RN50,Ultra96-DPU,INT8,,6,235.284,25.1176,25.5712,193.907872,197.409664,73.29,91.26,2.5,6.8,8.3679,,100%,l3
RN50,Ultra96-DPU,INT8,,7,275.017,25.0032,25.614,193.024704,197.74008,73.29,91.26,2.5,6.8,8.36065,,100%,l3
RN50,Ultra96-DPU,INT8,,8,309.125,25.392,26.0528,196.02624,201.127616,73.29,91.26,2.5,6.8,8.36256,,100%,l3
RN50,ZCU104-FINN,INT4,,1,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,2,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,4,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,8,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,16,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,32,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,64,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,128,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,256,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT4,,512,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,1,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,2,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,4,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,8,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,16,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,32,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,64,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,128,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,256,,,,,,,,,,,,100%,l3
RN50,ZCU104-FINN,INT2,,512,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,2,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,4,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,8,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,16,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,32,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,64,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT4,,128,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,2,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,4,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,8,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,16,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,32,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,64,,,,,,,,,,,,100%,l3
RN50,ZCU104-Bismo,INT2,,128,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,2,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,4,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,8,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,16,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,32,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,64,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT4,,128,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,2,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,4,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,8,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,16,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,32,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,64,,,,,,,,,,,,100%,l3
RN50,U96-Quadcore A53,INT2,,128,,,,,,,,,,,,100%,l3
CNV,NCS,FP16,na,1,2.38549,251.922,419.201,,,85.55,,0.53,1.2,1.65540087,0.118922752,50%,l3
CNV,NCS,FP16,na,2,3.93902,284.481,507.74,,,85.55,,0.53,1.2,1.67672,0.237845504,50%,l3
CNV,NCS,FP16,na,4,6.68938,310.979,597.963,,,85.55,,0.53,1.2,1.71,0.475691008,50%,l3
CNV,NCS,FP16,na,8,12.4153,321.433,644.367,,,85.55,,0.53,1.2,1.73,0.951382016,50%,l3
CNV,NCS,FP16,na,16,23.1369,334.428,691.537,,,85.55,,0.53,1.2,1.75,1.902764032,50%,l3
CNV,NCS,FP16,na,32,44.7066,338.178,715.779,,,85.55,,0.53,1.2,1.77,3.805528064,50%,l3
CNV,NCS,FP16,na,64,87.2444,342.12,733.571,,,85.55,,0.53,1.2,1.78,7.611056128,50%,l3
CNV,NCS,FP16,na,128,173.158,345.169,739.209,,,85.55,,0.53,1.2,1.8,15.22211226,50%,l3
CNV,TPU,INT8,slow,1,,,,,,,,,,,,50%,l3
CNV,TPU,INT8,fast,1,,,,,,,,,,,,50%,l3
CNV,GPU,FP16,maxn,1,0.526068,1164.96,1953.65,,100,85.57,,1.8,5.7,9.2,,50%,l3
CNV,GPU,FP16,maxn,2,0.754633,1546.83,2721.23,,,85.57,,1.8,5.7,10.8,,50%,l3
CNV,GPU,FP16,maxn,4,1.13043,1988.35,3619.86,,,85.57,,1.8,5.7,11.4,,50%,l3
CNV,GPU,FP16,maxn,8,1.64817,2403.76,5038.77,,,85.57,,1.8,5.7,11.4,,50%,l3
CNV,GPU,FP16,maxn,16,2.65367,2687.66,6130.75,,,85.57,,1.8,5.7,11.1,,50%,l3
CNV,GPU,FP16,maxn,32,4.84213,2892.66,6930.86,,,85.57,,1.8,5.7,11.3,,50%,l3
CNV,GPU,FP16,maxn,64,8.82906,3103.03,7445.22,,,85.57,,1.8,5.7,11.2,,50%,l3
CNV,GPU,FP16,maxn,128,16.883,3240.51,7707.19,,,85.57,,1.8,5.7,11.1,,50%,l3
CNV,GPU,FP16,maxq,1,0.720306,872.975,1399.45,,,85.57,,1.8,4.15,5.5,,50%,l3
CNV,GPU,FP16,maxq,2,1.05232,1136.52,1916.68,,,85.57,,1.8,4.15,6.3,,50%,l3
CNV,GPU,FP16,maxq,4,1.60676,1383.78,2499.54,,,85.57,,1.8,4.15,6.2,,50%,l3
CNV,GPU,FP16,maxq,8,2.35426,1698.18,3408.55,,,85.57,,1.8,4.15,6.2,,50%,l3
CNV,GPU,FP16,maxq,16,3.8497,1892.79,4150.24,,,85.57,,1.8,4.15,6.3,,50%,l3
CNV,GPU,FP16,maxq,32,7.10959,1973.03,4657.04,,,85.57,,1.8,4.15,6.3,,50%,l3
CNV,GPU,FP16,maxq,64,13.1864,2068.69,5004.08,,,85.57,,1.8,4.15,6.3,,50%,l3
CNV,GPU,FP16,maxq,128,24.8197,2115.7,5110.47,,,85.57,,1.8,4.15,6.3,,50%,l3
CNV,GPU,FP16,maxp,1,0.608011,965.127,1740.87,,,85.57,,1.8,4.7,7.8,,50%,l3
CNV,GPU,FP16,maxp,2,0.862916,1272.05,2359.87,,,85.57,,1.8,4.7,7.7,,50%,l3
CNV,GPU,FP16,maxp,4,1.31284,1568.15,3121.11,,,85.57,,1.8,4.7,8.4,,50%,l3
CNV,GPU,FP16,maxp,8,1.89053,1906.89,4365.68,,,85.57,,1.8,4.7,8.4,,50%,l3
CNV,GPU,FP16,maxp,16,3.09003,2155.79,5392.77,,,85.57,,1.8,4.7,7.6,,50%,l3
CNV,GPU,FP16,maxp,32,5.44719,2316.74,6025.16,,,85.57,,1.8,4.7,7.5,,50%,l3
CNV,GPU,FP16,maxp,64,10.1511,2432.3,6478.43,,,85.57,,1.8,4.7,7.5,,50%,l3
CNV,GPU,FP16,maxp,128,19.2563,2528.4,6618.15,,,85.57,,1.8,4.7,8.4,,50%,l3
CNV,GPU,FP32,maxn,1,0.64925,1038.54,1535.23,,,85.6,,1.8,5.7,12.4,,50%,l3
CNV,GPU,FP32,maxn,2,1.04006,1278.4,1936.36,,,85.6,,1.8,5.7,12.5,,50%,l3
CNV,GPU,FP32,maxn,4,1.74247,1519.29,2328.43,,,85.6,,1.8,5.7,12.8,,50%,l3
CNV,GPU,FP32,maxn,8,2.66972,1835.13,3055.74,,,85.6,,1.8,5.7,12.8,,50%,l3
CNV,GPU,FP32,maxn,16,4.48878,2120.08,3622.93,,,85.6,,1.8,5.7,12.8,,50%,l3
CNV,GPU,FP32,maxn,32,7.96947,2255.51,4020.94,,,85.6,,1.8,5.7,12.2,,50%,l3
CNV,GPU,FP32,maxn,64,15.0342,2415.09,4273.31,,,85.6,,1.8,5.7,12.5,,50%,l3
CNV,GPU,FP32,maxn,128,29.4199,2455.64,4384.54,,,85.6,,1.8,5.7,12.6,,50%,l3
CNV,GPU,FP32,maxq,1,0.901056,757.957,1104.43,,,85.6,,1.8,4.15,6.1,,50%,l3
CNV,GPU,FP32,maxq,2,1.47371,920.036,1352.41,,,85.6,,1.8,4.15,7.3,,50%,l3
CNV,GPU,FP32,maxq,4,2.52625,1054.58,1583.68,,,85.6,,1.8,4.15,7.2,,50%,l3
CNV,GPU,FP32,maxq,8,3.86588,1281.6,2069.23,,,85.6,,1.8,4.15,7.3,,50%,l3
CNV,GPU,FP32,maxq,16,6.58136,1412.41,2436.31,,,85.6,,1.8,4.15,7.4,,50%,l3
CNV,GPU,FP32,maxq,32,11.8302,1508.1,2704.65,,,85.6,,1.8,4.15,7.4,,50%,l3
CNV,GPU,FP32,maxq,64,22.5904,1575.38,2851.3,,,85.6,,1.8,4.15,7.3,,50%,l3
CNV,GPU,FP32,maxq,128,43.828,1605.02,2928.61,,,85.6,,1.8,4.15,7.3,,50%,l3
CNV,GPU,FP32,maxp,1,0.751665,853.333,1327.07,,,85.6,,1.8,4.7,8.5,,50%,l3
CNV,GPU,FP32,maxp,2,1.20148,1058.95,1675.52,,,85.6,,1.8,4.7,9.2,,50%,l3
CNV,GPU,FP32,maxp,4,2.02807,1245.74,2001.73,,,85.6,,1.8,4.7,9.2,,50%,l3
CNV,GPU,FP32,maxp,8,3.06001,1508.1,2638.56,,,85.6,,1.8,4.7,9.1,,50%,l3
CNV,GPU,FP32,maxp,16,5.21547,1678.69,3124.47,,,85.6,,1.8,4.7,9.3,,50%,l3
CNV,GPU,FP32,maxp,32,9.29947,1818.83,3455.32,,,85.6,,1.8,4.7,9.2,,50%,l3
CNV,GPU,FP32,maxp,64,17.423,1903.35,3713.93,,,85.6,,1.8,4.7,9.3,,50%,l3
CNV,GPU,FP32,maxp,128,33.7164,1943.07,3744.29,,,85.6,,1.8,4.7,9.3,,50%,l3
CNV,ZCU102-DPU,INT8,,1,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,2,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,3,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,4,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,5,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,6,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,7,,,,,,,,,,,,50%,l3
CNV,ZCU102-DPU,INT8,,8,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,1,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,2,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,3,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,4,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,5,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,6,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,7,,,,,,,,,,,,50%,l3
CNV,ZCU104-DPU,INT8,,8,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,1,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,2,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,3,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,4,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,5,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,6,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,7,,,,,,,,,,,,50%,l3
CNV,Ultra96-DPU,INT8,,8,,,,,,,,,,,,50%,l3
CNV,ZCU104-FINN,INT4,,1,0.507,,1972.387,,234.56169,84.88,,9.2,12,14.675,,50%,l3
CNV,ZCU104-FINN,INT4,,2,0.68,,2941.176,,349.772744,84.88,,9.2,12,14.475,,50%,l3
CNV,ZCU104-FINN,INT4,,4,0.972,,4115.226,,489.394001,84.88,,9.2,12,14.75,,50%,l3
CNV,ZCU104-FINN,INT4,,8,1.456,,5486.968,,652.5253347,84.88,,9.2,12,15,,50%,l3
CNV,ZCU104-FINN,INT4,,16,2.432,,6576.243,,782.0649154,84.88,,9.2,12,14.975,,50%,l3
CNV,ZCU104-FINN,INT4,,32,4.384,,7304.268,,868.6436519,84.88,,9.2,12,14.975,,50%,l3
CNV,ZCU104-FINN,INT4,,64,8.25,,7732.27,,919.5428276,84.88,,9.2,12,15.8,,50%,l3
CNV,ZCU104-FINN,INT4,,128,16.128,,7965.152,,947.2377959,84.88,,9.2,12,17.125,,50%,l3
CNV,ZCU104-FINN,INT4,,256,31.744,,8086.935,,961.7205654,84.88,,9.2,12,20.275,,50%,l3
CNV,ZCU104-FINN,INT4,,512,62.976,,8149.233,,969.129215,84.88,,9.2,12,21.175,,50%,l3
CNV,ZCU104-FINN,INT4,,10000,1218.125,,8209.332,,976.2763535,84.88,,9.2,12,21.3575,,50%,l3
CNV,ZCU104-FINN,INT2,,1,0.27,,3703.704,,440.4546723,84.29,,9.2,12,13.75,,50%,l3
CNV,ZCU104-FINN,INT2,,2,0.366,,5449.591,,648.080359,84.29,,9.2,12,13.725,,50%,l3
CNV,ZCU104-FINN,INT2,,4,0.528,,7575.758,,900.9299898,84.29,,9.2,12,13.475,,50%,l3
CNV,ZCU104-FINN,INT2,,8,0.776,,10309.278,,1226.007711,84.29,,9.2,12,13.475,,50%,l3
CNV,ZCU104-FINN,INT2,,16,1.248,,12892.828,,1533.250587,84.29,,9.2,12,13.675,,50%,l3
CNV,ZCU104-FINN,INT2,,32,2.176,,14739.751,,1752.891753,84.29,,9.2,12,13.5,,50%,l3
CNV,ZCU104-FINN,INT2,,64,4.032,,15880.893,,1888.5995,84.29,,9.2,12,13.775,,50%,l3
CNV,ZCU104-FINN,INT2,,128,7.808,,16516.129,,1964.143513,84.29,,9.2,12,14.1,,50%,l3
CNV,ZCU104-FINN,INT2,,256,15.104,,16855.412,,2004.491981,84.29,,9.2,12,14.875,,50%,l3
CNV,ZCU104-FINN,INT2,,512,30.208,,17029.769,,2025.226995,84.29,,9.2,12,15.775,,50%,l3
CNV,ZCU104-Bismo,INT4,,2,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,4,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,8,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,16,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,32,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,64,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT4,,128,,,,,,,,,,,,50%,l3
CNV,ZCU104-Bismo,INT2,,2,9.1143339,,219.4345766,,,84.29,,9.2,,15,,50%,l3
CNV,ZCU104-Bismo,INT2,,4,16.680774,,239.7970262,,,84.29,,9.2,,15.15,,50%,l3
CNV,ZCU104-Bismo,INT2,,8,31.6952077,,252.4040882,,,84.29,,9.2,,15.25,,50%,l3
CNV,ZCU104-Bismo,INT2,,16,63.4222652,,252.2773343,,,84.29,,9.2,,15.475,,50%,l3
CNV,ZCU104-Bismo,INT2,,32,121.2556137,,263.9053073,,,84.29,,9.2,,15.475,,50%,l3
CNV,ZCU104-Bismo,INT2,,64,247.773838,,258.3000712,,,84.29,,9.2,,15.6,,50%,l3
CNV,ZCU104-Bismo,INT2,,128,498.197604,,256.9261654,,,84.29,,9.2,,15.75,,50%,l3
CNV,U96-Quadcore A53,INT4,,2,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,4,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,8,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,16,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,32,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,64,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT4,,128,,,,,,,,,,,,50%,l3
CNV,U96-Quadcore A53,INT2,,2,34.132,,58.59603891,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,4,52.668,,75.94744437,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,8,89.495,,89.39046874,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,16,164.939,,97.00555963,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,32,320.24,,99.92505621,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,64,620.131,,103.2040004,,,84.29,,9.2,,14.5,,50%,l3
CNV,U96-Quadcore A53,INT2,,128,1227.069,,104.3136124,,,84.29,,9.2,,14.5,,50%,l3
MLP,NCS,FP16,na,1,1.93663,283.339,516.36,0.599998,1.09344,98.75,,0.53,1.2,1.809,,50%,l3
MLP,NCS,FP16,na,2,2.76217,337.009,724.068,0.713651,1.53329,98.75,,0.53,1.2,1.838,,50%,l3
MLP,NCS,FP16,na,4,4.33873,375.488,921.928,0.795134,1.95228,98.75,,0.53,1.2,1.864,,50%,l3
MLP,NCS,FP16,na,8,7.23535,399.446,1105.68,0.845867,2.34139,98.75,,0.53,1.2,1.933,,50%,l3
MLP,NCS,FP16,na,16,13.3314,412.007,1200.17,0.872466,2.54149,98.75,,0.53,1.2,1.926,,50%,l3
MLP,NCS,FP16,na,32,24.5905,422.289,1301.31,0.894239,2.75566,98.75,,0.53,1.2,1.956,,50%,l3
MLP,NCS,FP16,na,64,47.9514,427.188,1334.68,0.904614,2.82633,98.75,,0.53,1.2,1.985,,50%,l3
MLP,NCS,FP16,na,128,93.3654,429.768,1370.96,0.910078,2.90314,98.75,,0.53,1.2,2.01,,50%,l3
MLP,TPU,INT8,slow,1,,,,,,,,,,,,50%,l3
MLP,TPU,INT8,fast,1,,,,,,,,,,,,50%,l3
